"filename", "language", "pip requirements", "Python", "c", "cpp", "bash", "Excel", "comment", "blank", "total"
"/home/gig/base_tax-matrix/.venv_only-required-packages/lib64/python3.8/site-packages/setuptools/namespaces.py", "Python", 0, 86, 0, 0, 0, 0, 0, 22, 108
"/home/gig/base_tax-matrix/.venv_only-required-packages/lib64/python3.8/site-packages/setuptools/package_index.py", "Python", 0, 957, 0, 0, 0, 0, 0, 180, 1137
"/home/gig/base_tax-matrix/.venv_only-required-packages/lib64/python3.8/site-packages/setuptools/py27compat.py", "Python", 0, 43, 0, 0, 0, 0, 0, 18, 61
"/home/gig/base_tax-matrix/.venv_only-required-packages/lib64/python3.8/site-packages/setuptools/py31compat.py", "Python", 0, 25, 0, 0, 0, 0, 0, 8, 33
"/home/gig/base_tax-matrix/.venv_only-required-packages/lib64/python3.8/site-packages/setuptools/py33compat.py", "Python", 0, 39, 0, 0, 0, 0, 0, 21, 60
"/home/gig/base_tax-matrix/.venv_only-required-packages/lib64/python3.8/site-packages/setuptools/py34compat.py", "Python", 0, 10, 0, 0, 0, 0, 0, 4, 14
"/home/gig/base_tax-matrix/.venv_only-required-packages/lib64/python3.8/site-packages/setuptools/sandbox.py", "Python", 0, 389, 0, 0, 0, 0, 0, 103, 492
"/home/gig/base_tax-matrix/.venv_only-required-packages/lib64/python3.8/site-packages/setuptools/site-patch.py", "Python", 0, 61, 0, 0, 0, 0, 0, 14, 75
"/home/gig/base_tax-matrix/.venv_only-required-packages/lib64/python3.8/site-packages/setuptools/ssl_support.py", "Python", 0, 214, 0, 0, 0, 0, 0, 47, 261
"/home/gig/base_tax-matrix/.venv_only-required-packages/lib64/python3.8/site-packages/setuptools/unicode_utils.py", "Python", 0, 34, 0, 0, 0, 0, 0, 11, 45
"/home/gig/base_tax-matrix/.venv_only-required-packages/lib64/python3.8/site-packages/setuptools/version.py", "Python", 0, 5, 0, 0, 0, 0, 0, 2, 7
"/home/gig/base_tax-matrix/.venv_only-required-packages/lib64/python3.8/site-packages/setuptools/wheel.py", "Python", 0, 196, 0, 0, 0, 0, 0, 25, 221
"/home/gig/base_tax-matrix/.venv_only-required-packages/lib64/python3.8/site-packages/setuptools/windows_support.py", "Python", 0, 21, 0, 0, 0, 0, 0, 9, 30
"/home/gig/base_tax-matrix/.venv_tax-matrix/bin/pip_autoremove.py", "Python", 0, 167, 0, 0, 0, 0, 0, 48, 215
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/_black_version.py", "Python", 0, 1, 0, 0, 0, 0, 0, 1, 2
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/_yaml/__init__.py", "Python", 0, 30, 0, 0, 0, 0, 0, 4, 34
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/art/__init__.py", "Python", 0, 11, 0, 0, 0, 0, 0, 1, 12
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/art/__main__.py", "Python", 0, 119, 0, 0, 0, 0, 0, 6, 125
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/art/art.py", "Python", 0, 535, 0, 0, 0, 0, 0, 71, 606
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/art/art_dic.py", "Python", 0, 714, 0, 0, 0, 0, 0, 1, 715
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/art/art_param.py", "Python", 0, 1726, 0, 0, 0, 0, 0, 17, 1743
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/art/decor_dic.py", "Python", 0, 221, 0, 0, 0, 0, 0, 1, 222
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/art/test.py", "Python", 0, 4712, 0, 0, 0, 0, 0, 2, 4714
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/art/test2.py", "Python", 0, 3033, 0, 0, 0, 0, 0, 2, 3035
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/art/text_dic1.py", "Python", 0, 15519, 0, 0, 0, 0, 0, 171, 15690
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/art/text_dic2.py", "Python", 0, 14061, 0, 0, 0, 0, 0, 164, 14225
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/art/text_dic3.py", "Python", 0, 28802, 0, 0, 0, 0, 0, 252, 29054
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/__init__.py", "Python", 0, 183, 0, 0, 0, 0, 0, 18, 201
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/__pkginfo__.py", "Python", 0, 5, 0, 0, 0, 0, 0, 2, 7
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/_ast.py", "Python", 0, 107, 0, 0, 0, 0, 0, 24, 131
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/arguments.py", "Python", 0, 276, 0, 0, 0, 0, 0, 31, 307
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/astroid_manager.py", "Python", 0, 11, 0, 0, 0, 0, 0, 5, 16
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/bases.py", "Python", 0, 483, 0, 0, 0, 0, 0, 95, 578
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_argparse.py", "Python", 0, 33, 0, 0, 0, 0, 0, 9, 42
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_attrs.py", "Python", 0, 74, 0, 0, 0, 0, 0, 11, 85
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_boto3.py", "Python", 0, 22, 0, 0, 0, 0, 0, 9, 31
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_builtin_inference.py", "Python", 0, 786, 0, 0, 0, 0, 0, 137, 923
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_collections.py", "Python", 0, 104, 0, 0, 0, 0, 0, 20, 124
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_crypt.py", "Python", 0, 23, 0, 0, 0, 0, 0, 6, 29
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_ctypes.py", "Python", 0, 71, 0, 0, 0, 0, 0, 12, 83
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_curses.py", "Python", 0, 178, 0, 0, 0, 0, 0, 6, 184
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_dataclasses.py", "Python", 0, 382, 0, 0, 0, 0, 0, 86, 468
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_dateutil.py", "Python", 0, 19, 0, 0, 0, 0, 0, 8, 27
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_fstrings.py", "Python", 0, 40, 0, 0, 0, 0, 0, 9, 49
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_functools.py", "Python", 0, 131, 0, 0, 0, 0, 0, 29, 160
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_gi.py", "Python", 0, 208, 0, 0, 0, 0, 0, 43, 251
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_hashlib.py", "Python", 0, 53, 0, 0, 0, 0, 0, 6, 59
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_http.py", "Python", 0, 199, 0, 0, 0, 0, 0, 13, 212
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_hypothesis.py", "Python", 0, 42, 0, 0, 0, 0, 0, 14, 56
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_io.py", "Python", 0, 30, 0, 0, 0, 0, 0, 12, 42
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_mechanize.py", "Python", 0, 77, 0, 0, 0, 0, 0, 7, 84
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_multiprocessing.py", "Python", 0, 92, 0, 0, 0, 0, 0, 15, 107
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_namedtuple_enum.py", "Python", 0, 510, 0, 0, 0, 0, 0, 65, 575
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_nose.py", "Python", 0, 60, 0, 0, 0, 0, 0, 20, 80
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_numpy_core_fromnumeric.py", "Python", 0, 17, 0, 0, 0, 0, 0, 6, 23
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_numpy_core_function_base.py", "Python", 0, 24, 0, 0, 0, 0, 0, 6, 30
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_numpy_core_multiarray.py", "Python", 0, 84, 0, 0, 0, 0, 0, 12, 96
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_numpy_core_numeric.py", "Python", 0, 35, 0, 0, 0, 0, 0, 12, 47
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_numpy_core_numerictypes.py", "Python", 0, 228, 0, 0, 0, 0, 0, 36, 264
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_numpy_core_umath.py", "Python", 0, 137, 0, 0, 0, 0, 0, 18, 155
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_numpy_ma.py", "Python", 0, 21, 0, 0, 0, 0, 0, 8, 29
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_numpy_ndarray.py", "Python", 0, 151, 0, 0, 0, 0, 0, 9, 160
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_numpy_random_mtrand.py", "Python", 0, 66, 0, 0, 0, 0, 0, 6, 72
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_numpy_utils.py", "Python", 0, 68, 0, 0, 0, 0, 0, 18, 86
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_pkg_resources.py", "Python", 0, 50, 0, 0, 0, 0, 0, 21, 71
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_pytest.py", "Python", 0, 69, 0, 0, 0, 0, 0, 15, 84
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_qt.py", "Python", 0, 67, 0, 0, 0, 0, 0, 16, 83
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_random.py", "Python", 0, 70, 0, 0, 0, 0, 0, 18, 88
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_re.py", "Python", 0, 75, 0, 0, 0, 0, 0, 16, 91
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_responses.py", "Python", 0, 59, 0, 0, 0, 0, 0, 21, 80
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_scipy_signal.py", "Python", 0, 60, 0, 0, 0, 0, 0, 29, 89
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_signal.py", "Python", 0, 100, 0, 0, 0, 0, 0, 20, 120
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_six.py", "Python", 0, 203, 0, 0, 0, 0, 0, 37, 240
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_sqlalchemy.py", "Python", 0, 30, 0, 0, 0, 0, 0, 10, 40
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_ssl.py", "Python", 0, 64, 0, 0, 0, 0, 0, 8, 72
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_subprocess.py", "Python", 0, 118, 0, 0, 0, 0, 0, 14, 132
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_threading.py", "Python", 0, 25, 0, 0, 0, 0, 0, 7, 32
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_type.py", "Python", 0, 56, 0, 0, 0, 0, 0, 14, 70
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_typing.py", "Python", 0, 374, 0, 0, 0, 0, 0, 60, 434
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_unittest.py", "Python", 0, 25, 0, 0, 0, 0, 0, 7, 32
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/brain_uuid.py", "Python", 0, 13, 0, 0, 0, 0, 0, 6, 19
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/brain/helpers.py", "Python", 0, 13, 0, 0, 0, 0, 0, 5, 18
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/builder.py", "Python", 0, 388, 0, 0, 0, 0, 0, 77, 465
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/const.py", "Python", 0, 24, 0, 0, 0, 0, 0, 9, 33
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/context.py", "Python", 0, 155, 0, 0, 0, 0, 0, 47, 202
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/decorators.py", "Python", 0, 217, 0, 0, 0, 0, 0, 57, 274
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/exceptions.py", "Python", 0, 207, 0, 0, 0, 0, 0, 86, 293
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/filter_statements.py", "Python", 0, 213, 0, 0, 0, 0, 0, 27, 240
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/helpers.py", "Python", 0, 251, 0, 0, 0, 0, 0, 54, 305
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/inference.py", "Python", 0, 882, 0, 0, 0, 0, 0, 200, 1082
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/inference_tip.py", "Python", 0, 69, 0, 0, 0, 0, 0, 21, 90
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/interpreter/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/interpreter/_import/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/interpreter/_import/spec.py", "Python", 0, 315, 0, 0, 0, 0, 0, 64, 379
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/interpreter/_import/util.py", "Python", 0, 13, 0, 0, 0, 0, 0, 4, 17
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/interpreter/dunder_lookup.py", "Python", 0, 49, 0, 0, 0, 0, 0, 18, 67
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/interpreter/objectmodel.py", "Python", 0, 667, 0, 0, 0, 0, 0, 190, 857
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/manager.py", "Python", 0, 306, 0, 0, 0, 0, 0, 48, 354
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/mixins.py", "Python", 0, 131, 0, 0, 0, 0, 0, 33, 164
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/modutils.py", "Python", 0, 496, 0, 0, 0, 0, 0, 131, 627
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/node_classes.py", "Python", 0, 93, 0, 0, 0, 0, 0, 5, 98
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/nodes/__init__.py", "Python", 0, 291, 0, 0, 0, 0, 0, 9, 300
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/nodes/as_string.py", "Python", 0, 531, 0, 0, 0, 0, 0, 120, 651
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/nodes/const.py", "Python", 0, 26, 0, 0, 0, 0, 0, 2, 28
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/nodes/node_classes.py", "Python", 0, 4285, 0, 0, 0, 0, 0, 1159, 5444
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/nodes/node_ng.py", "Python", 0, 678, 0, 0, 0, 0, 0, 137, 815
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/nodes/scoped_nodes/__init__.py", "Python", 0, 40, 0, 0, 0, 0, 0, 4, 44
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/nodes/scoped_nodes/mixin.py", "Python", 0, 128, 0, 0, 0, 0, 0, 44, 172
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/nodes/scoped_nodes/scoped_nodes.py", "Python", 0, 2590, 0, 0, 0, 0, 0, 533, 3123
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/nodes/scoped_nodes/utils.py", "Python", 0, 27, 0, 0, 0, 0, 0, 10, 37
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/nodes/utils.py", "Python", 0, 10, 0, 0, 0, 0, 0, 5, 15
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/objects.py", "Python", 0, 262, 0, 0, 0, 0, 0, 68, 330
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/protocols.py", "Python", 0, 761, 0, 0, 0, 0, 0, 134, 895
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/raw_building.py", "Python", 0, 440, 0, 0, 0, 0, 0, 69, 509
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/rebuilder.py", "Python", 0, 1894, 0, 0, 0, 0, 0, 226, 2120
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/scoped_nodes.py", "Python", 0, 29, 0, 0, 0, 0, 0, 5, 34
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/test_utils.py", "Python", 0, 58, 0, 0, 0, 0, 0, 19, 77
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/transforms.py", "Python", 0, 71, 0, 0, 0, 0, 0, 18, 89
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/typing.py", "Python", 0, 19, 0, 0, 0, 0, 0, 9, 28
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/astroid/util.py", "Python", 0, 109, 0, 0, 0, 0, 0, 39, 148
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/__init__.py", "Python", 0, 17, 0, 0, 0, 0, 0, 3, 20
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/__main__.py", "Python", 0, 13, 0, 0, 0, 0, 0, 5, 18
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/blacklists/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/blacklists/calls.py", "Python", 0, 624, 0, 0, 0, 0, 0, 87, 711
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/blacklists/imports.py", "Python", 0, 370, 0, 0, 0, 0, 0, 67, 437
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/blacklists/utils.py", "Python", 0, 15, 0, 0, 0, 0, 0, 3, 18
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/cli/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/cli/baseline.py", "Python", 0, 194, 0, 0, 0, 0, 0, 49, 243
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/cli/config_generator.py", "Python", 0, 161, 0, 0, 0, 0, 0, 44, 205
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/cli/main.py", "Python", 0, 608, 0, 0, 0, 0, 0, 84, 692
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/__init__.py", "Python", 0, 15, 0, 0, 0, 0, 0, 1, 16
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/blacklisting.py", "Python", 0, 62, 0, 0, 0, 0, 0, 10, 72
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/config.py", "Python", 0, 218, 0, 0, 0, 0, 0, 49, 267
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/constants.py", "Python", 0, 36, 0, 0, 0, 0, 0, 8, 44
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/context.py", "Python", 0, 258, 0, 0, 0, 0, 0, 64, 322
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/docs_utils.py", "Python", 0, 50, 0, 0, 0, 0, 0, 9, 59
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/extension_loader.py", "Python", 0, 91, 0, 0, 0, 0, 0, 19, 110
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/issue.py", "Python", 0, 197, 0, 0, 0, 0, 0, 41, 238
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/manager.py", "Python", 0, 440, 0, 0, 0, 0, 0, 82, 522
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/meta_ast.py", "Python", 0, 36, 0, 0, 0, 0, 0, 11, 47
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/metrics.py", "Python", 0, 85, 0, 0, 0, 0, 0, 22, 107
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/node_visitor.py", "Python", 0, 251, 0, 0, 0, 0, 0, 49, 300
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/test_properties.py", "Python", 0, 55, 0, 0, 0, 0, 0, 25, 80
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/test_set.py", "Python", 0, 96, 0, 0, 0, 0, 0, 20, 116
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/tester.py", "Python", 0, 136, 0, 0, 0, 0, 0, 23, 159
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/core/utils.py", "Python", 0, 288, 0, 0, 0, 0, 0, 85, 373
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/formatters/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/formatters/csv.py", "Python", 0, 64, 0, 0, 0, 0, 0, 18, 82
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/formatters/custom.py", "Python", 0, 132, 0, 0, 0, 0, 0, 33, 165
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/formatters/html.py", "Python", 0, 318, 0, 0, 0, 0, 0, 78, 396
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/formatters/json.py", "Python", 0, 126, 0, 0, 0, 0, 0, 26, 152
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/formatters/screen.py", "Python", 0, 192, 0, 0, 0, 0, 0, 51, 243
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/formatters/text.py", "Python", 0, 158, 0, 0, 0, 0, 0, 41, 199
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/formatters/utils.py", "Python", 0, 19, 0, 0, 0, 0, 0, 5, 24
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/formatters/xml.py", "Python", 0, 78, 0, 0, 0, 0, 0, 22, 100
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/formatters/yaml.py", "Python", 0, 101, 0, 0, 0, 0, 0, 24, 125
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/plugins/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/plugins/app_debug.py", "Python", 0, 51, 0, 0, 0, 0, 0, 13, 64
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/plugins/asserts.py", "Python", 0, 63, 0, 0, 0, 0, 0, 21, 84
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/plugins/crypto_request_no_cert_validation.py", "Python", 0, 54, 0, 0, 0, 0, 0, 14, 68
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/plugins/django_sql_injection.py", "Python", 0, 115, 0, 0, 0, 0, 0, 25, 140
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/plugins/django_xss.py", "Python", 0, 242, 0, 0, 0, 0, 0, 33, 275
"/home/gig/base_tax-matrix/.venv_tax-matrix/lib/python3.8/site-packages/bandit/plugins/exec.py", "Python", 0, 43, 0, 0, 0, 0, 0, 14, 57
